id,genre,track_name,artist_name,danceability,valence,energy,tempo
7eyshS7nRaFtN8oMjHZSnp,metal-misc,Take This Life,In Flames,0.452,0.121,0.993,119.926
1KmvBtP8pDb5CnKVmbwx2p,metal-misc,No More Regrets,Arch Enemy,0.452,0.184,0.967,107.408
6NwbeybX6TDtXlpXvnUOZC,metal-misc,Master Of Puppets,Metallica,0.538,0.593,0.872,105.102
6iC4yNDnwpSJ61Sz8g6EDG,metal-misc,Carrion,Parkway Drive,0.227,0.428,0.969,155.171
6pKA3P1JERZutikZtZpoUo,metal-misc,Keelhauled,Alestorm,0.476,0.575,0.967,110.057
6bDVc03eMOMfvKez5qMAcq,metal-misc,Still Counting,Volbeat,0.307,0.366,0.923,103.832
2PpNgmrS9mAyrkRAwn6YPq,metal-misc,Rainbow in the Dark,Dio,0.512,0.612,0.947,117.461
3vjfFKMqFclw9KJdTaMLRz,metal-misc,Now We Die,Machine Head,0.433,0.0783,0.98,150.072
0cYduKz7njWaJ73PGn6OGW,metal-misc,Amaranth,Nightwish,0.553,0.319,0.874,127.961
308BpHy6evPQz9hSPpSLNf,metal-misc,Blood,In This Moment,0.534,0.527,0.95,140.071
2dQUNg3OGqVXrfjDpgJcCu,metal-misc,You Will Know My Name,Arch Enemy,0.35,0.104,0.947,137.137
3cdy3GBpBLSo9CogvaXLN6,metal-misc,About That Life,Attila,0.381,0.473,0.903,126.532
44AxeBXrK9LQlGjXyT2oZQ,metal-misc,Run to the Hills,Iron Maiden,0.225,0.471,0.951,173.241
61dTqhd46yMkSWmC5LAh5F,metal-misc,Angel Of Death,Slayer,0.332,0.0829,0.994,106.086
33n5sdlGT8UODTUr15EOWz,metal-misc,Paradise (What About Us?) [Feat. Tarja],Within Temptation,0.461,0.428,0.928,135.03
4NyLHJAMsAPkP4RrZGFkoz,metal-misc,Heroes And Tombs,At The Gates,0.506,0.2,0.963,120.009
0LN0ASTtcGIbNTnjSHG6eO,metal-misc,Pour Some Sugar On Me (2012),Def Leppard,0.497,0.72,0.849,169.937
7pTMHN7QnzmnwGQa3mTRNv,metal-misc,Nemo,Nightwish,0.497,0.351,0.737,125.045
7w6PJe5KBPyvuRYxFkPssC,metal-misc,No More Tears,Ozzy Osbourne,0.346,0.315,0.749,102.591
4vJr55lngvhSM8WIh9CjQc,metal-misc,Cemetery Gates,Pantera,0.274,0.426,0.726,146.449
4hOohf45f0JtxYKNsEAIOV,metal-misc,For Whom The Bell Tolls,Metallica,0.519,0.213,0.861,117.846
1oDATX0oMlqu03e3pclagF,metal-misc,Feed My Frankenstein,Alice Cooper,0.554,0.373,0.914,101.792
2WeSz9FLWE9RRIFDWtD5nc,metal-misc,The Trooper,Iron Maiden,0.285,0.62,0.866,162.307
5u3l2TONYacJgmRPQVaF9y,metal-misc,Twilight Of The Thunder God,Amon Amarth,0.374,0.278,0.92,191.014
4jFt5aoh7VQQ9gsEaDkBQD,metal-misc,Burnin' For You,Blue Öyster Cult,0.53,0.686,0.622,134.341
4QrvwbiPaOMqoayUJ1razT,metal-misc,High Road,Mastodon,0.428,0.467,0.957,144.086
7oaHtCQsAKIFFBCRDty9yn,metal-misc,You Only Live Once,Suicide Silence,0.609,0.24,0.954,119.988
2h1rjzw90ZeMgbzOHJFHao,metal-misc,What If I Was Nothing,All That Remains,0.434,0.221,0.768,143.993
5MZrOnwTMwnUqAMxTNnV7t,metal-misc,Heaven Nor Hell,Volbeat,0.411,0.672,0.768,134.408
1hKdDCpiI9mqz1jVHRKG0E,metal-misc,Enter Sandman,Metallica,0.579,0.635,0.824,123.331
6vpnMc4RI046H2Pqyf8bp7,metal-misc,Digital World,Amaranthe,0.521,0.59,0.948,150.03
2f0P7iELCvAlV8j6Z3rGDE,metal-misc,Stranglehold,Ted Nugent,0.484,0.49,0.711,148.189
5fodi5z7BngUgku13WtF81,metalcore,My Curse,Killswitch Engage,0.197,0.209,0.956,177.018
2zsNfV7tSNl7CyQt9AhU5X,metalcore,City Lights,Motionless In White,0.0969,0.0598,0.278,64.397
1XrC1ycLZKpTiKjGUH5miI,metalcore,"Hook, Line and Sinner",Texas In July,0.252,0.4,0.974,159.933
258gErxCOPacGxIxkWFixf,metalcore,Pressure The Hinges,Haste The Day,0.231,0.371,0.983,90.22
0Umo799GssRNl23ryqZVHH,metalcore,Say What You Will,For The Fallen Dreams,0.361,0.212,0.993,169.899
3xtu0ECoDDexecQwPjM3oI,metalcore,Composure,August Burns Red,0.233,0.181,0.982,159.301
1XDleb5NksSab3NmUAlvz6,metalcore,To Plant a Seed,We Came As Romans,0.261,0.195,0.974,140.133
6dLXK2ppW3GiNEHN2vcMWl,metalcore,Rose of Sharyn,Killswitch Engage,0.469,0.413,0.978,90.994
6MdAoknD4tWcqYm7J0SQGh,metalcore,It's Dangerous Business Walking Out Your Front Door,Underoath,0.402,0.125,0.956,134.85
1bS5mbtzxAZ3fh8LYshmN6,metalcore,DEMON(S),Darkest Hour,0.133,0.105,0.957,80.095
4Lt9S2QcYm76NKLAw65rIG,metalcore,The End,Bullet For My Valentine,0.467,0.078,0.869,115.845
04l4Ueq5FzSbTvxBqJ1ehu,metalcore,The Sadness Will Never End - Skrillex Remix,Bring Me The Horizon,0.78,0.609,0.928,133.98
4XQ7QbKcYInvbtbvCxfgwg,metalcore,Lonely,Attack Attack!,0.369,0.239,0.899,131.267
6BBnCwYwB9lLzG4gtWtYi2,metalcore,Mad Man,Haste The Day,0.479,0.309,0.975,92.994
3HQEXS2AExrHDWRZ8R5cSQ,metalcore,Ghosts,We Came As Romans,0.408,0.0466,0.988,92.533
0gPenYSdtCN7OIyaBdViqI,metalcore,Now Let Them Tremble,All That Remains,0.685,0.202,0.727,126.015
0nmKF9jhrSGEt0uYxBv4Zd,metalcore,Horizons,Parkway Drive,0.237,0.102,0.974,109.386
36EWPchy6BqYzJTXeu2gyd,metalcore,The Big Empty,For The Fallen Dreams,0.357,0.235,0.997,179.911
6J7cSyvSCnPwv3vqHchEfL,metalcore,If It Means a Lot to You,A Day To Remember,0.584,0.44,0.536,126.996
5WeL2aPnT4ANgmlkAfDWdm,metalcore,Heartless (Kanye West cover),Various Artists,0.409,0.256,0.915,175.093
4iVwQzFOycifzx28z6C0cW,metalcore,I Hate Buffering,The Devil Wears Prada,0.48,0.239,0.97,92.493
46RPbrNlMO34jXLhze8ccJ,metalcore,Higinia,blessthefall,0.268,0.368,0.921,100.885
3SQPAhGwRHXe36kVkpOW0V,metalcore,We Have Fallen,Miss May I,0.456,0.0638,0.989,104.989
0NRsSKM79uRqKVO09gitf0,metalcore,I Am Free,We Came As Romans,0.38,0.0899,0.992,169.871
0lZVmgyRB6BfjmCHqKM5Pu,metalcore,Unholy Confessions,Avenged Sevenfold,0.448,0.524,0.875,92.53
1DbdQp5dwuawBGmxSHw6Fr,metalcore,Empire (Let Them Sing),Bring Me The Horizon,0.443,0.263,0.96,96.579
5PU6F7feSaAPhvSv4GbQLP,metalcore,Unbroken,Killswitch Engage,0.388,0.311,0.989,110.139
6EuvS64Oc7n5tu7nBrSJFy,metalcore,The Family Ruin,"Oh, Sleeper",0.544,0.225,0.941,120.085
1iqmSnRWRU2nOkQgbMtG3Q,metalcore,"Don't Ask, Don't Tell",Chelsea Grin,0.469,0.12,0.98,120.029
03UoekUgoEuKeCZ2AxY89T,metalcore,Apologies Are For The Weak,Miss May I,0.521,0.15,0.989,135.025
15qf0H31MChhqKr2zvejla,metalcore,All Signs Point to Lauderdale,A Day To Remember,0.42,0.513,0.983,149.958
1MrTonTtRzJFV99Vl2474n,metalcore,You Wear a Crown but You're No King,blessthefall,0.432,0.154,0.981,134.906
5bRH9GFQtDYAFgvAh63T6v,metalcore,When The Sun Sleeps,Underoath,0.468,0.169,0.993,148.206
7wOInrhCRiWaXdzvQ7oUvN,metalcore,Don't Go (feat. Lights),Bring Me The Horizon,0.414,0.0892,0.786,130.034
6SPNQJVvbRZgJwQsxUG755,metalcore,Unbeliever,Architects,0.431,0.0875,0.588,119.997
069deq5woglvUnWok4MqTe,metalcore,It's Complicated,A Day To Remember,0.199,0.637,0.935,195.012
2gscB6kDOmrv1P6qs2KXE3,metalcore,Wait and Bleed,Slipknot,0.382,0.327,0.996,93.345
7myxHPLjUWdclPhcZmO9jT,metalcore,Combat,Heaven Shall Burn,0.122,0.243,0.923,170.371
6jc2w1wDChxgZ0Jlz00TsR,metalcore,Keep Your Enemies Close,"Woe, Is Me",0.432,0.189,0.951,149.976
2OCeUdc7LSffSUXwXmduMG,metalcore,"Oh, Catastrophe",Crown The Empire,0.485,0.21,0.566,125.125
5ozzyFmsJgcI42jIbapo8Y,metalcore,Lip Gloss & Black,Atreyu,0.266,0.216,0.806,74.719
25mSOE3LW1IREKGhSeRUVx,metalcore,Ascendancy,Trivium,0.567,0.436,0.956,106.001
6uKBiE9XMSeyD62Ud86JQY,metalcore,Reject Yourself,Killswitch Engage,0.161,0.14,0.988,178.108
7o9Hag8cCxqHJMznjXZ8FW,metalcore,Party with the Devil,Attila,0.316,0.352,0.92,140.033
2JP1A26nGpRilkXT3uDGvB,metalcore,Nobody Don't Dance No More,Asking Alexandria,0.333,0.262,0.959,106.037
2Yanf9LA4N3EoQ0BKUOkFf,metalcore,This Oath,Caliban,0.461,0.115,0.758,140.013
4WrBcyb908qlIAy7sw7E59,metalcore,Pangea,August Burns Red,0.171,0.184,0.983,95.129
6SU2DLGd9jZK8h7EEXi0xo,metalcore,Ohioisonfire,Of Mice & Men,0.421,0.434,0.967,155.016
0EmPDiAE1Xu3yk5v5BxyQb,metalcore,Thirty Three,The Ghost Inside,0.464,0.489,0.932,178.029
2IXhyxZCN3ZkVPHQJXi5ij,metalcore,Wild Eyes,Parkway Drive,0.299,0.197,0.99,110.313
4hJNukDhx8YEVZmFrl4iqN,minimal-techno,Meltdown,Alessandro Diga,0.833,0.0831,0.661,125.041
7JN3XR7ZO5h2W42UBK561I,minimal-techno,Anubis,Various Artists,0.799,0.75,0.562,127.004
4ml9D3yFdHyneYaCkg6CPD,minimal-techno,Pompadour - Catz n' Dogz Remix,Various Artists,0.68,0.535,0.693,125.002
39II3Somb5UQPZc40O3nfS,minimal-techno,Dios - Jon Gaiser's Atheist Anonymous Remix,Various Artists,0.811,0.573,0.468,125.005
1g2ZeBex6jEhogLOXnTM89,minimal-techno,Glow Box (Original),Minimal Lounge,0.811,0.5,0.465,126.016
4Yw07TA9GmexE73iMJBvfV,minimal-techno,Biosphere,Einmusik,0.789,0.573,0.812,125.996
5aEH3NGhU1EVeP91gjU7Am,minimal-techno,Regenerate - Pan-Pot Remix,Booka Shade,0.805,0.119,0.494,125.016
1EsSwqy1Y5a1n1EcoLaw5s,minimal-techno,Echoes - Solomun Remix,Oliver Koletzki & Fran,0.86,0.378,0.543,120.003
0ILPyzPx7uyoAQ48iAixih,minimal-techno,Workaholic,Alesso,0.716,0.0948,0.586,127.978
7e7BGfqdao6RiDyNYpM3mn,minimal-techno,Create Balance - Steve Lawler Remix,Various Artists,0.789,0.677,0.918,124.012
0Ap1lP2Er4bEFF8UhXVJKD,minimal-techno,Softuer,Various Artists,0.783,0.513,0.837,125.957
7CQZGwQJ9XSOUPv6EErFy6,minimal-techno,With You,Ricardo Tobar,0.501,0.0591,0.55,130.003
7E2hkRRn2wbj5Zwx1sm0vm,minimal-techno,Brutal Weapons,Slagsmålsklubben,0.756,0.421,0.766,129.012
3xQnXG1DKwgTOkfh1SAFAm,minimal-techno,Grindhouse - Dubfire Terror Planet Remix,Various Artists,0.803,0.387,0.848,126.014
6gwJDGESPhJLXREehx0NDJ,minimal-techno,Jet - Ben Klock Remix,Various Artists,0.793,0.589,0.599,130.012
4yzKHPA08ZVOHgErwTqCIa,minimal-techno,Don’t Speak,Tiësto,0.782,0.39,0.306,128.02
0GqjcVzWYyhrFSqcmdQqCS,minimal-techno,Babylon,Various Artists,0.788,0.165,0.677,126.001
24hHjfvKN4Tz9py9z2qrCN,minimal-techno,Blame,James Zabiela,0.769,0.254,0.606,127.999
2KshjEPa18ZV8IECMRTrqg,minimal-techno,Woody Woodpecker - Original Version,The Very Best of Stil vor Talent Digital,0.808,0.117,0.516,126.026
7bEPjQ1OKFUmg1m4oukyZG,minimal-techno,Domino,Various Artists,0.786,0.214,0.687,128.893
5ozXJzYqjmj6ZJOFxmA7pz,minimal-techno,Techno Vocals,Marc Houle,0.808,0.205,0.588,126.95
5e6ltkEapmCbst7fwncdSI,minimal-techno,Imprint of Pleasure - Original Mix,Tube & Berger,0.806,0.499,0.615,122.061
4SNGA9HJ3j17CPGJhZnmUU,minimal-techno,Dikspring,Various Artists,0.747,0.349,0.49,122.998
3n5xvr6SD2F0aY6ZsBpVad,minimal-techno,Goodbye Fly - Original,Joris Voorn,0.918,0.184,0.892,126.001
2ddx8hfbdKgdvVgHcnIkUa,minimal-techno,Minimal Machinist - Oliver Huntemann Remix,Spektre,0.797,0.286,0.506,125.002
21cBps2oQyKTSvZq7sygLH,minimal-techno,Clean Getaway,Pan/Tone,0.797,0.448,0.601,127.993
74ErPSzxOFm2aVJFvLPovB,minimal-techno,Tranquilizer,Oliver Huntemann,0.622,0.211,0.545,127.006
4rMaoozZWdZetND9BO6oL9,minimal-techno,Kokain - Original Mix,UMEK,0.724,0.0348,0.914,127.987
28BmbbRRvnc7BjYsOGHW8s,minimal-techno,Flaschenpost,Kollektiv Turmstrasse,0.761,0.521,0.489,125.012
6XRv9baYnoYQm7VQqeUgQB,minimal-techno,Take My Breath Away - John Tejada Remix,Various Artists,0.806,0.272,0.724,122.006
6JaWqpWxZ47wI2j37Kgq66,minimal-techno,Liebe Ist...,Stephan Bodzin,0.941,0.542,0.413,126.987
2xYtD40Fn6x4Au3z4vcpAM,minimal-techno,Elastrik,Gaiser,0.81,0.962,0.776,123.977
2HkaC3MF4PgmNDTfIAF3cG,minimal-techno,From Within,Johannes Heil,0.67,0.968,0.832,126.018
6cJkFtEYQXaomKeVYydhAu,minimal-techno,BaobaB - Richard Rams Remix,Various Artists,0.801,0.377,0.546,126.006
1kDqntrhTIOeFyuQAJfTs0,minimal-techno,Serenity,Popof,0.602,0.0611,0.874,127.007
6QYxm1bB5Yw3Iex4ESBNEF,minimal-techno,Paperboy - D-Nox & Beckers Remix,Various Artists,0.797,0.0632,0.747,127.001
35cZlkZNroCqPEeM2BY8f4,minimal-techno,Human Reason - Len Faki Remix,Adam Beyer & Alan Fitzpatrick,0.614,0.145,0.65,127.004
5gUMY8QFQVMPPiHtIPpKfJ,minimal-techno,Sonderling - Original Mix,Zonderling,0.932,0.495,0.573,124.996
0IIy2Z9MT2SiOxaqlF1KlI,minimal-techno,Confuzzled,Extrawelt,0.777,0.0594,0.653,127.996
5LrAASLfnRWm9WPvnYzRkw,minimal-techno,One Day / Reckoning Song - Club Mix,Asaf Avidan & the Mojos,0.901,0.697,0.455,118.988
2reGZTaioa8OLLqq2jBFy1,minimal-techno,Yeah,Various Artists,0.82,0.133,0.611,124.977
5SYwUhBAk3moI9jWiHllzf,minimal-techno,Rikarda,Oliver Huntemann,0.806,0.616,0.707,124.008
68YRdMv167zby0ceobW8em,minimal-techno,1988 - Original Mix,Various Artists,0.839,0.193,0.423,123.008
6stHVTZO0k8t74YguNH5RS,minimal-techno,Ihre Persönliche Glücksmelodie - Original,Gabriel Ananda,0.754,0.906,0.783,126.995
6Osh28CInzBfrQyric2oep,minimal-techno,Klondike,Various Artists,0.812,0.475,0.754,126.018
242sQvzAd6qiRfHUVkSQQw,minimal-techno,Charly - Anja Schneider Tex Mex Remix,Pan-Pot,0.961,0.312,0.424,127.993
4bI7xOz812L1tS3Fja56we,minimal-techno,Setsa,Dixon,0.835,0.477,0.376,123.948
0r3WYgC7QucUrmCNWPLIe5,minimal-techno,Tatü-Tata,Paul Kalkbrenner,0.798,0.142,0.457,130.002
5y5Af0PDCsaHBJ0ASUzOTl,minimal-techno,Loreley - Original Mix,Various Artists,0.808,0.0312,0.467,128.076
6TRljMcCdetlogDSmEsLU9,minimal-techno,My Love,Boris Brejcha,0.798,0.368,0.767,127.996
6SJng26JY5AC65KlKKpuWO,movies,South of Heaven’s Chanting Mermaids,Hans Zimmer,0.769,0.396,0.314,110.989
7uhc5ZnEe8gHVvoye4A7Ic,movies,Optimus,Various Artists,0.153,0.0399,0.393,150.126
3VdzKymHyCA7OQdUiDREKF,movies,Rise,Hans Zimmer,0.121,0.0399,0.319,94.89
6iaPmfQ7MtLGvWDKdQ8tWT,movies,"Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version",Various Artists,0.317,0.192,0.105,86.4
4Dax86RGUhE5xUEJokVTCd,movies,The Lighting of the Beacons,Various Artists,0.14,0.0365,0.257,142.533
2qdlfQcmjSO86lWBYv7Qzn,movies,Moon River - From Breakfast At Tiffany's,Movie Sounds Unlimited,0.287,0.3,0.277,94.194
3Kf0ZYgeknOzJFxK4krGhk,movies,Mission Impossible,Various Artists,0.338,0.574,0.545,170.099
5covTs92HnHJwAWrXF7l14,movies,"Fixer Upper - From ""Frozen""/Soundtrack Version",Various Artists,0.59,0.707,0.53,103.042
7eth0jUe6YneLljRNBeplO,movies,Coconut,Harry Nilsson,0.658,0.89,0.56,137.393
7arxVCOchqVcDjfOkyEnAS,movies,Pulp Fiction: Miserlou,Best Movie Soundtracks,0.56,0.871,0.95,170.012
1bpnYrDCforv9ctJMzJRV8,movies,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,0.333,0.245,0.377,87.613
13McnYo2bDvC50ZS8BFROF,movies,Quelqu'un M'a Dit,Various Artists,0.615,0.425,0.412,133.365
22c2pt75xtnDddA5Zlm0yy,movies,All Star,Smash Mouth,0.73,0.77,0.862,104.018
4eHbdreAnSOrDDsFfc4Fpm,movies,I Will Always Love You,Whitney Houston,0.332,0.11,0.214,67.531
7bG6SQBGZthPDG5QJL5Gf7,movies,"In Summer - From ""Frozen""/Soundtrack Version",Various Artists,0.5,0.684,0.342,77.124
5JXccBvtqvsyOeCRjOCJaF,movies,"No One Ever Loved - From the Film ""The Fault in Our Stars""",Lykke Li,0.339,0.0906,0.282,97.393
34nxgXFCPzDphUJGuRsn10,movies,"Be Prepared - From ""The Lion King"" / Soundtrack Version",Various Artists,0.699,0.372,0.417,121.855
2SGa3eKYVadfZ22PSKU4YK,movies,Am I Not Merciful?,The Lyndhurst Orchestra,0.0883,0.0373,0.0809,86.525
7lBpl3fdfGWIiadbpL4UP6,movies,Endtapes - Soundtrack Version,Various Artists,0.54,0.219,0.746,140.006
1brH9m4Q2LHTuwxaKoMTn5,movies,Plus Que Ma Prope Vie,Various Artists,0.19,0.036,0.136,73.796
4P4YCW9qKMf3cGY5VMoUdF,movies,Doctor Finklestein / In The Forest,Various Artists,0.232,0.0541,0.0628,101.799
22xvfnhEgtbBiuxFzYnEVx,movies,Now We Are Free (From Gladiator),Movie Sounds Unlimited,0.351,0.0385,0.226,137.921
1ESq6IldgwqvAtHncjHyMt,movies,Test Drive,John Powell,0.24,0.258,0.574,113.367
3bvQ0jV25RWryznubbE3ky,movies,Journey to the Line,Hans Zimmer,0.191,0.0342,0.0923,119.958
1msWhAVq9JDhBIlnw9LsHg,movies,Pas si simple,Yann Tiersen,0.386,0.495,0.491,180.074
32RxZnEk5KyWUTZR4azxbD,movies,Can You Feel the Love Tonight,Various Artists,0.313,0.148,0.275,124.085
5yxwEIMUMv9re3fsVDIZ9A,movies,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",Various Artists,0.67,0.741,0.225,134.871
4LwrgltRSrddxeyhIPSoqa,movies,"Start of Something New - From ""High School Musical""/Soundtrack Version",Various Artists,0.665,0.234,0.754,103.989
5UWYJWoVXRpaLuzzXmHqg8,movies,9 To 5,Dolly Parton,0.554,0.813,0.783,105.39
2pSMjadGmWcUbIF5eqLUxE,movies,The Battle of the Pelennor Fields,Various Artists,0.175,0.069,0.399,120.942
3ZWkh8WkXzp4HoMqhQaU7H,movies,The Ruler And The Killer,Various Artists,0.622,0.301,0.495,151.013
68qxZGCBmN5HY4gmK0iURW,movies,You Only Live Twice - Main Title,Various Artists,0.195,0.267,0.332,87.283
4HoCLPoxBN7Tr8UziE6tLV,movies,Preparing The Chariots,James Newton Howard,0.455,0.244,0.213,135.033
6l847nvbQHe1GkAkS4KP4v,movies,The Forgotten,Various Artists,0.507,0.0788,0.429,131.899
45pKftYJKDnAuNYgGHcddL,movies,Main Title - Young Peter,James Horner,0.201,0.0381,0.141,141.456
70b5Sq3ePOu3Gqg0hjlOtR,movies,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Various Artists,0.354,0.43,0.411,90.831
7wjbSn8QHsxqKXU5M0jXGM,movies,Eyes Open,Various Artists,0.598,0.297,0.724,137.115
0UREO3QWbXJW3gOUXpK1am,movies,The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,0.824,0.87,0.684,101.152
74nyl9FzVtCBLex9t2IbR0,movies,La valse des vieux os,Yann Tiersen,0.482,0.445,0.249,121.657
3SZLtkoHoECHHuOnNkNCuS,movies,All of the Stars,Various Artists,0.436,0.24,0.562,150.066
3LwmXEZGgMUdkCgHbz7tBr,movies,Oaken's Sauna - Score Demo,Various Artists,0.43,0.183,0.0377,93.994
6mOS5otVnh103JwefAKhwS,movies,Episode I - Duel of The Fates,John Williams,0.44,0.216,0.433,79.952
7mpOAEs1UdiQRmMEl0heOo,movies,Don't Take My Stuff,Alan Silvestri,0.16,0.0631,0.323,79.906
3TEXHAUX18eNBP1LlfyNc9,movies,The Siege of Gondor,Various Artists,0.302,0.0399,0.503,84.054
7xmW8gsZgihBHkjHA3U8l7,movies,"Girl, You'll Be a Woman Soon",Urge Overkill,0.514,0.558,0.584,114.142
0fCE6NtM7kwrznu5ehOy22,movies,Walk The Plank,Klaus Badelt,0.387,0.109,0.252,122.173
0UPsdEgJx6ypkfFUxD3ZHh,movies,Don't Move,Phantogram,0.558,0.482,0.642,99.977
6Ac4NVYYl2U73QiTt11ZKd,movies,Hooked On A Feeling,Blue Swede,0.547,0.933,0.82,118.208
39Jxz5idxrHyLTK74A27lp,movies,Pink Panther: Main Theme,Best Movie Soundtracks,0.684,0.501,0.266,119.933
3YKptz29AsOlm7WAVnztBh,movies,Kiss from a Rose,Seal,0.584,0.224,0.533,131.745
1PGNI3f5Ui2efsJ707WBR8,mpb,Juritis e Borboletas,Geraldo Azevedo,0.378,0.068,0.276,104.94
2qWyjqlnQuKF3Q864UbV03,mpb,Menino Deus,Toni Ferreira,0.646,0.317,0.196,100.169
7lEqnsMjf6QhDRndrZnp2D,mpb,Garçon,Filipe Catto,0.626,0.257,0.285,93.98
5GL9iaYcp0yyE5hxIlpjA3,mpb,Vocês,Dani Black,0.545,0.13,0.105,114.136
5yB4xvYh7oOTvObzanZIIm,mpb,Sinais,Zé Ramalho,0.751,0.224,0.283,128.101
6iw0XGvbEy7QlMFqhszdXb,mpb,Little Boxes,Thais Gulin,0.587,0.653,0.233,88.487
1Cz4KWGACNzXNn7UDLWm3Z,mpb,Recanto Escuro,Gal Costa,0.643,0.425,0.231,141.107
1NUYcULuFEXGGkluOKsVNj,mpb,Felicidade Pode Ser Qualquer Coisa,Zeca Baleiro,0.696,0.667,0.255,141.037
7wqojWtf69NNjw3P5wMst6,mpb,Felicidade,Marcelo Jeneci,0.65,0.753,0.499,110.297
36MTHyd7sJ8PkQI8euhZcZ,mpb,Sou Eu,Ivan Lins,0.789,0.843,0.595,79.99
1vdGCM1NFzX1HyFFgNz26z,mpb,Eu E Você,Amado Batista,0.601,0.826,0.627,93.713
2ywh3NNpHMaQyVY45Kaads,mpb,Pega de Jeito,Dani Black,0.779,0.438,0.569,116.943
0K9HUSmM6bE8v3liLcIHOv,mpb,Longe É um Lugar,Móveis Coloniais de Acaju,0.642,0.906,0.881,130.023
5Ux0VoQq2ZpaLofsH7nfRe,mpb,O que ainda vai nascer,Zé Ramalho,0.791,0.552,0.381,133.032
3ChbhkvPElStqO8Rp44yYR,mpb,Já Não Somos Dois,Djavan,0.735,0.717,0.508,87.97
7jkGPaaf6PaVGbwCviWofS,mpb,Cara de Santa,Amado Batista,0.729,0.962,0.76,130.001
2aBxjaheJ2gkg1D5da2b3A,mpb,Long Long Time,Maria Gadú,0.579,0.336,0.316,112.511
0uKmsAnomUkHYLWSm8TdFs,mpb,Coração do Agreste,Geraldo Azevedo,0.49,0.742,0.479,148.892
4JazeYrXySQm5DCmJ80u0Y,mpb,Pense Duas Vezes Antes De Esquecer,Marcelo Jeneci,0.324,0.374,0.655,174.148
49toLQh7X2ZLIGS3YRwCWU,mpb,Quase Perdida,Djavan,0.802,0.683,0.495,114.965
5M4IvDLGvV9uXyAxxpRmqd,mpb,Atrás Poeira,Ivan Lins,0.566,0.448,0.41,96.015
5tZ8KvO82kQS9O3bLh84SJ,mpb,Réu Confesso,Tim Maia,0.539,0.774,0.681,88.344
64CFIpz6dKRPu9KCN1Vi0U,mpb,Meu Coração Não Quer Viver Batendo Devagar,Isabella Taviani,0.532,0.45,0.449,170.23
0AZCOWPrNbk0iGWJ3bRssJ,mpb,O Amor Viajou,Zeca Baleiro,0.74,0.915,0.653,137.973
37LBvhw1k73Xt27jEIL8kI,mpb,Rosinha,Roberto Carlos,0.711,0.924,0.143,136.859
27ORvmjCpkwAWgMJhLvnsW,mpb,Urubu Rei,Ana Cañas,0.349,0.243,0.62,126.957
3pSTUZbp7J5jg2JHChTf21,mpb,A Menina Dança,Novos Baianos,0.581,0.91,0.677,105.468
7oHJkFZQ2hUZF8SkeJupIp,mpb,I Know It Won't Be Long,Maria Gadú,0.79,0.695,0.328,138.856
4kU43QcM6OAyR4oMomAbyo,mpb,Em Copacabana,Geraldo Azevedo,0.486,0.568,0.428,141.047
0a7UpWnPBQUkJb45V2aNT1,mpb,Este seu olhar,Vanessa Da Mata,0.784,0.961,0.502,128.039
3FBLqXJ0Fvj4SrM8U9GuWH,mpb,Rock With You,Seu Jorge,0.81,0.558,0.435,104.933
6TlHQWUuhHjlSMvIi4De5g,mpb,Copo D'água,Marcelo Jeneci,0.422,0.6,0.922,163.43
0f15vPoVsTYYdcUuA7VEgy,mpb,Baby Meu Bem,Roberto Carlos,0.492,0.595,0.344,139.854
4b3JjcM3BJimiedw1DVnMm,mpb,Exagerado - Ao Vivo,Cazuza,0.492,0.285,0.756,137.357
2UlYBp2O8pB6BwgtKhw6aW,mpb,Se Eu Soubesse (Feat. Chico Buarque),Thais Gulin,0.469,0.315,0.134,112.15
6Ef0548FHqRjNNN64MM4p2,mpb,Ela Não Se Parece com Ninguém,Zeca Baleiro,0.729,0.665,0.761,132.003
72fowSjsuECBToHejzcVfR,mpb,26 de Dezembro,Wilson Simoninha,0.449,0.0961,0.308,139.838
4CyiylayvmoZT9MAVsfind,mpb,Argumentos De Vidro,Isabella Taviani,0.683,0.871,0.733,102.931
0cReytUETyH6G5dLkWxyf2,mpb,Eu Vivo a Sorrir,Adriana Calcanhotto,0.635,0.907,0.408,79.811
5V0HmhGqwjoDq0cHlI05GS,mpb,Swing de Campo Grande,Novos Baianos,0.764,0.937,0.697,104.016
4uIlQuVBsLjokySaezNAUM,mpb,"Do Nada, Me Jogaram Aos Leões",Maria Gadú,0.566,0.681,0.783,107.043
4LxRUHZwymobcafJsIkB3F,mpb,Será Que Você Me Ama?,Ana Cañas,0.648,0.465,0.361,100.625
6IfhgxxuX9ouzltkIwjnln,mpb,Te Falo Amanhã,Toni Ferreira,0.82,0.892,0.65,128.102
09RwWvBRSgn9aiXU2qDtK1,mpb,"Deixa, Gueixa",Adriana Calcanhotto,0.745,0.911,0.454,125.949
49y8PgZfM6BY7gYLABYAag,mpb,Eu Canto Samba,Gabriel Moura,0.786,0.821,0.648,93.248
