id,genre,track_name,artist_name,danceability,valence,energy,tempo
3gcWiJVuXqDeIUNBXBBo4s,drum-and-bass,You Had It,Various Artists,0.41,0.0686,0.927,173.845
4ZXC6ljOdnrauASxMnOShw,drum-and-bass,Stage Diver,Various Artists,0.49,0.292,0.897,175.0
3IOGAOqhGeaEzGMkmuhTf3,drum-and-bass,Angels Fell,Various Artists,0.619,0.366,0.923,159.831
6K9BQVwFwTwY83C6WfC7dJ,drum-and-bass,Breach,Black Sun Empire,0.604,0.688,0.999,173.997
29VQGUbFnp5RXSA7SC15PR,drum-and-bass,Rusty Sheriffs Badge - Original Sin Remix,Twisted Individual,0.484,0.68,0.968,174.878
3QWUAMLexvHSOsBEKMilAM,drum-and-bass,Lazerbeam,ShockOne,0.398,0.217,0.927,174.781
2mJ53CWjqiv08iZmTCjNF7,drum-and-bass,Penamana,Various Artists,0.396,0.201,0.97,175.061
6eim7EO1nw2pDbrREbzALA,drum-and-bass,Dreadlock,Future Prophecies,0.604,0.408,0.94,173.95
0GrPvrBGrxwrU7rjlwYZiH,drum-and-bass,My Sunset - Original Mix,Feint,0.385,0.323,0.975,170.026
3SilQfvjLX4SKVLZFJecJi,drum-and-bass,Space Between,Various Artists,0.451,0.495,0.96,171.98
5NE76zgyrBhV6W454cD2dE,drum-and-bass,Turner Road,Various Artists,0.514,0.383,0.878,175.991
38DnxPWyPRoooTeaCIyto1,drum-and-bass,Kingpin - Calyx & Teebee Remix,Friction & Skream,0.548,0.7,0.933,172.212
03EuhmMsEHVFI9ytainStU,drum-and-bass,I Can't Stop,Flux Pavilion,0.513,0.205,0.775,139.932
62xdhTIBPHZ0sNkBkmqsNM,drum-and-bass,Anticipate (feat. Sam Frank) - Netsky Remix,Skream,0.494,0.454,0.809,86.477
5RgsBjU2aCCKQJG0JjtwTZ,drum-and-bass,We Can Only Live Today (Puppy) - Original,Netsky,0.671,0.809,0.8,127.961
7vGWH8cSr389jeNN4fsXYQ,drum-and-bass,Nobody To Love - Radio Edit,Sigma,0.443,0.199,0.918,175.033
3cqrkwQDwITnjJkJgHsqUa,drum-and-bass,Metropolis,Adam F,0.435,0.159,0.812,167.005
5KG54kWnfzP8oT22vLJC3d,drum-and-bass,You Cry,Camo & Krooked,0.426,0.17,0.913,175.009
5S7vkxR89rq8kxx3BQnU3R,drum-and-bass,Solitary Native,Alix Perez & Sabre,0.595,0.485,0.758,172.027
5k68G0l4XbYskcczLtgPLs,drum-and-bass,Hide U,Kosheen,0.67,0.329,0.672,169.991
34Mr3kUOIfxLwXiCS7RcoW,drum-and-bass,Chubrub,Ed Rush,0.604,0.621,0.962,174.964
1Wf9VNVJxS8DvXY6oqwBhQ,drum-and-bass,The Magic Russian Bottle,Netsky,0.62,0.155,0.835,176.057
6qvch1RQg9YYltSDSnAX0f,drum-and-bass,Desert Orgy,Phace & Misanthrop / Phace & Noisia,0.42,0.0482,0.699,171.899
3COuniT07kL55ebAUg1TFa,drum-and-bass,Through The Night - Club Mix,Drumsound & Bassline Smith,0.344,0.354,0.96,174.891
1byMXC0OYhllcwz8LyPqug,drum-and-bass,No Good - Chase & Status & Beni G Remix,Plan B,0.495,0.313,0.994,175.031
3ai99OqgW33tw5T3bgoIT6,drum-and-bass,All Fall Down,Camo & Krooked,0.573,0.0719,0.85,140.033
17ZzpJiyHnUJ5JTnp1nr4z,drum-and-bass,Nothing Matters - Noisia Remix,Various Artists,0.517,0.0687,0.922,113.987
01fpOKPgxIZripAqfM5zKd,drum-and-bass,Play Tonight,Tantrum Desire,0.341,0.235,0.972,175.048
6YyNvyqd4NomJFAwet642m,drum-and-bass,Easy Target - Original Mix,Alphabet Pony,0.387,0.0321,0.87,173.965
5l6tv2lFylSdCgkWyfHC0P,dub,Sierra Leone (feat. Freshly Ground),Mt. Eden,0.362,0.113,0.738,140.052
5R4hGpNiUxoDpKx1RLHvzL,dub,Enter The Machine,PANTyRAiD,0.882,0.2,0.361,143.982
4YlAdZBuW5mww5GcqZ4aFy,dub,I Need Air (feat. Angela Hunte),Magnetic Man,0.429,0.391,0.829,186.353
4qPnE8jBZN3wmgGxspsOcP,dub,Boneless,Steve Aoki,0.743,0.643,0.962,127.99
1RgyUkydW4XSMiPkg6jMWB,dub,Disintegration Part IV,Bassnectar,0.377,0.0379,0.679,170.056
1Kp29VA7hByaRw7qkH7tAU,dub,Rocket Fuel,Liquid Stranger,0.823,0.358,0.723,140.07
0bXpmJyHHYPk6QBFj25bYF,dub,Intro,The xx,0.617,0.152,0.778,100.363
5VEjO7hVwWWCfHVkkTRZXP,dub,Pumped Up Kicks (Dubstep Re-Mix),Dubstep Kings,0.753,0.957,0.879,147.965
76NjOf94Yx5Vbg4MX8KGco,dub,Reptile's Theme,Various Artists,0.598,0.466,0.884,109.924
2EFjA0bQbpIseUlPHCeIil,dub,Channel 42,deadmau5,0.699,0.414,0.724,128.034
5b9zr6hiAdnemfmejJOzOM,dub,Make It This Time,Kanka,0.706,0.27,0.551,142.993
4wENG4FhLIjqYqIUF1VlNj,dub,Yo! Ho! And a Bottle of Bass!,Omnitica,0.3,0.125,0.645,145.053
3b3mf7sd7R6jbdFbAsJpWt,dub,Gangnam Style (Electro Dubstep Remix),Various Artists,0.687,0.342,0.952,132.003
1ShWHEgisDGPl9G3g85ANu,dub,Breakn' a Sweat,Skrillex,0.596,0.232,0.921,139.969
5crHvEPQ13FbQGQSscm5Ns,dub,Feel the Love (feat. John Newman) - Radio Edit,Rudimental,0.382,0.245,0.677,180.035
3A2RiMfyOrRgezvBR4i1vX,dub,Time,Chase & Status,0.531,0.44,0.919,139.945
4htlCSJlRepqkkaHytNPH5,dub,Bass Salt,Various Artists,0.677,0.464,0.89,140.048
0gGjq7TPqnLPkP67lY4AOY,dub,Show Me A Sign,Modestep,0.342,0.118,0.884,139.332
5Muk08hnvAKtf0MDHqIq5j,dub,Hold On - Sub Focus Remix,Various Artists,0.377,0.0393,0.931,173.995
5Oy7LPuMwC3xI00AEX5O8Q,dub,Boss Wave,Xilent,0.516,0.621,0.991,140.059
6iBzUjscIAeQ2vKV67UuZM,dub,EDM Death Machine,Knife Party,0.661,0.301,0.95,128.03
6D5pfooPP6hi99RaXjkDsP,dub,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,0.567,0.114,0.813,126.044
0qH2LsUXMCUMYAiO3Vkupk,dub,Starfish - Original Mix,Savant,0.69,0.549,0.444,100.68
2xAfbt99L3ceGSW2ynzmBc,dub,Weatherman,Various Artists,0.697,0.338,0.918,139.996
6uomknm6K7oOeRDfwBzuV7,dub,Flashing Lights,Chase & Status,0.533,0.274,0.808,140.04
15dq1CHMuI9duT3baNDabk,dub,Paging Stereophonic,Bassnectar,0.666,0.553,0.955,94.982
5CvxQDqWhIrBLLb3IeXjtP,dub,Reasons (Doctor P Remix),Various Artists,0.691,0.585,0.888,140.004
3RByPRapDAo0GrL2W7vHwy,dub,Death - Chase & Status Remix,Various Artists,0.478,0.398,0.794,139.979
4rwpZEcnalkuhPyGkEdhu0,dub,Scary Monsters and Nice Sprites,Skrillex,0.523,0.324,0.944,139.997
3DlJnIYXEl4PMAMGKsHuah,dub,Don't Stop the Rock (Dubstep Remix),Various Artists,0.684,0.533,0.905,127.994
7owpI9kPFpz7qjIBfNC8F9,dub,Sleepless - Original Mix,Excision,0.545,0.0544,0.671,144.955
2eb25BnfUVQrOh0GFzKuPL,dub,Anesthesia,Kanka,0.736,0.326,0.573,148.002
7KazEQIkD1ve7KL10Ah82X,dub,Seventeen (Skrillex AKA Sonny Moore Remix),Casxio,0.709,0.498,0.783,127.953
2Ee6aygbYBgjaAHauRPhvq,dub,Casablanca,Borgore,0.52,0.161,0.861,133.658
7mfI0rEPa99nLFyzr3Y9J0,dub,Ninur - Original Mix,Savant,0.422,0.544,0.907,108.414
5s8LCFUR7tI8m4yNSUxwMi,dub,Katy on a Mission,Katy B,0.717,0.671,0.656,139.969
1pKYYY0dkg23sQQXi0Q5zN,dub,Around the World,Daft Punk,0.956,0.841,0.795,121.294
61fdvfO4VmZfkZe5I6lYAW,dub,Say My Name (Radio Edit),Porter Robinson,0.604,0.14,0.931,128.003
3ai99OqgW33tw5T3bgoIT6,dub,All Fall Down,Camo & Krooked,0.573,0.0719,0.85,140.033
6Y1pfUYizQzgygOkMbj4Cu,dub,Ice Ice Baby (Wunderbros Dubstep Remix),Various Artists,0.744,0.46,0.868,138.0
2sIrBYQUmCxxhdZD5L0SCA,dub,Saturn,Kill The Noise,0.585,0.174,0.737,127.975
63cdKsOGssgzWospvig2nx,dub,Croaking Lizard,"Lee ""Scratch"" Perry",0.763,0.806,0.521,148.321
1UmededMXwZfUFK1ooRxpv,dub,Flying Spaghetti Monster,Doctor P,0.665,0.439,0.913,100.005
5f6igUw1asUL4AGXSvgTW8,dub,Levels - Skrillex Remix,Avicii,0.615,0.346,0.91,140.0
16tUjfbOz2vzcOC9KlMMfz,dub,Can't Control Myself,Krewella,0.695,0.755,0.925,100.015
3G6f32IgEKsInHsy2J4r5J,dub,Fire Away,Skrillex,0.546,0.0725,0.814,139.793
1FgbslUrD0hTVw0usa4YLs,dub,A Brief Tutorial On Vip Production - Vip,Dubba Jonny,0.507,0.336,0.9,140.098
21NqVioImYOhb77WHi8QcI,dub,Deviance - Original Mix,Excision,0.678,0.426,0.746,145.096
0ACmQzPmElpcje7PW9RaMM,dub,Mouse Rat Adventure,Various Artists,0.563,0.323,0.788,173.917
59iJua476fbi3PbddfPrez,dub,The City,Madeon,0.528,0.295,0.81,124.995
6AM7t00mfM3bit94yBSpXJ,dubstep,Maximal Crazy (Radio Edit),Tiësto,0.625,0.053,0.918,129.991
3a6unUszLQkRhXDPzQfxRa,dubstep,Starlight,Flux Pavilion,0.501,0.067,0.869,140.006
4SI2dtAqzrNFze8JrSzl4o,dubstep,Spaceman - Drown The Fish Remix,Hardwell,0.651,0.287,0.893,139.946
6mt43avikV8g00AXCyOkS1,dubstep,Kick Out The Epic Motherf**ker - Radio Edit,Dada Life,0.551,0.214,0.862,128.013
1giJrrnPSZK8lXghiwdl9R,dubstep,Harry - Barenoize Remix,Medison,0.543,0.1,0.747,139.831
2D3rFGmbygUZ0167aBjnxn,dubstep,Can't Keep Me Down,Cypress Hill,0.524,0.677,0.87,84.723
13h93GxjNWfTt1Y6NaVvuR,dubstep,The Desert,Bratkilla,0.725,0.409,0.92,140.001
70RjYMSmFY0VpWqBprxDRD,dubstep,Ampersand,Various Artists,0.735,0.408,0.874,127.983
04l4Ueq5FzSbTvxBqJ1ehu,dubstep,The Sadness Will Never End - Skrillex Remix,Bring Me The Horizon,0.78,0.609,0.928,133.98
0oOxvJK76K0439kSZFcE22,dubstep,Firepower,Datsik,0.467,0.0394,0.83,140.028
0GZrf19S4472ysky5ODe2c,dubstep,Hush Now (501 Remix),L.A.O.S,0.558,0.0734,0.816,140.179
1uY4O332HuqLIcSSJlg4NX,dubstep,A Reach For Glory,Blackmill,0.601,0.227,0.713,140.015
5wEajYWVq415mNPVuYxc2M,dubstep,Killer Ft DC Breaks & Dee Freer,Skism,0.357,0.0333,0.958,104.966
3lfGAVWfr3sdcrnv7PzfrM,dubstep,Rabbit Whore - Original Mix,Savant,0.573,0.269,0.624,135.25
7M8hBK0bD8VJZRrf2Epy1V,dubstep,Swerve - Original Mix,Excision,0.882,0.0356,0.645,128.018
002L6PcvIrXF30Sl48eUso,dubstep,Kill The Noise (Alvin Risk Remix),Kill The Noise,0.627,0.0633,0.973,126.987
4wENG4FhLIjqYqIUF1VlNj,dubstep,Yo! Ho! And a Bottle of Bass!,Omnitica,0.3,0.125,0.645,145.053
5Yv87fU5ZTPmGovEyvTCQ3,dubstep,Pain Killer - Kouncilhouse Remix,Kouncilhouse,0.693,0.234,0.962,87.486
5BfleIMgLlfeqG5yqKyHz0,dubstep,Rattle - Original Mix,Various Artists,0.744,0.542,0.956,127.996
60wwxj6Dd9NJlirf84wr2c,dubstep,Clarity,Zedd,0.509,0.176,0.781,128.0
70cnxyr6OVRyBIqcAP1Kng,dubstep,And You,Gemini,0.554,0.178,0.852,139.981
3AS3EvTDzswEFmQU8kyJtM,dubstep,Promise Me - Original Mix,Kezwik,0.577,0.181,0.875,140.033
5crHvEPQ13FbQGQSscm5Ns,dubstep,Feel the Love (feat. John Newman) - Radio Edit,Rudimental,0.382,0.245,0.677,180.035
3UYMUN80QYhs58NtHbdnNB,dubstep,Deal With It (KOAN Sound Remix),Kill The Noise,0.624,0.316,0.888,174.057
5Oy7LPuMwC3xI00AEX5O8Q,dubstep,Boss Wave,Xilent,0.516,0.621,0.991,140.059
4z0xSuRXmLMEYaX6bF79qn,dubstep,Daydreamer (feat. Example) - Dillon Francis Remix,Flux Pavilion,0.675,0.344,0.878,111.967
7KazEQIkD1ve7KL10Ah82X,dubstep,Seventeen (Skrillex AKA Sonny Moore Remix),Casxio,0.709,0.498,0.783,127.953
5189EP8V073KOxCBMauDA7,dubstep,Relocation - Original Mix,Feed Me,0.39,0.0469,0.653,128.011
5bMQdlT0YVcZdBuHSUBuIr,dubstep,Make It Bun Dem - Culprate Remix,Skrillex,0.624,0.599,0.724,139.831
2W6V1ygPikPHOgI7aTSFVe,dubstep,Xception - Original Mix,Starkillers,0.688,0.627,0.943,132.001
2uM8EuKY4FjY8n2JcENJfM,dubstep,Superliminal,deadmau5,0.725,0.0365,0.617,128.011
2eFZSMYtxxUwESqyp1H0lS,dubstep,Before The Sun,Various Artists,0.537,0.42,0.835,139.767
73Qi2tIi45XtmqNDTrH3cE,dubstep,The Jungle - FuntCase Remix,Sigma,0.319,0.0346,0.91,142.14
280LzOo1JvTPm9hO24shYo,dubstep,Clowns,KillaGraham,0.593,0.586,0.918,70.005
1FgbslUrD0hTVw0usa4YLs,dubstep,A Brief Tutorial On Vip Production - Vip,Dubba Jonny,0.507,0.336,0.9,140.098
4aIvvv0oATCUPuBiDTIRfm,dubstep,Woo-Boost - Borgore Remix,Rusko,0.618,0.263,0.613,139.971
59iJua476fbi3PbddfPrez,dubstep,The City,Madeon,0.528,0.295,0.81,124.995
1Wo3SpBkEZw40ciIggsENO,dubstep,Daydreaming - Jakwob Remix,Kid Sister,0.527,0.163,0.895,139.933
3Ncepe0CdZUIAI8mAjBCz7,dubstep,Runnin' - VIP Mix,Cutline,0.546,0.064,0.874,139.892
4A4VLpn7GcCor3dxd4SrY6,dubstep,Backlash,Various Artists,0.612,0.273,0.883,140.043
1o2TDmQoeYae3983RqQYZ9,dubstep,Playing The Villain,Son of Kick,0.601,0.59,0.863,84.979
25m3Bi4YBbC9tpklLT6srx,dubstep,Red Heat,Skism,0.419,0.278,0.943,139.99
2aqbz3zEcgIyz23VCVc6xH,dubstep,U R So Fucked,Infected Mushroom,0.528,0.254,0.789,101.984
3bHiScPxy0WCor96jDXXcT,dubstep,War - Subscape Remix,Caspa,0.504,0.397,0.924,140.053
2MqPkn4ZXvuc16feGakUjL,dubstep,The State,Porter Robinson,0.594,0.243,0.915,140.029
1bwSlZJIotlKugRUzcQUFd,dubstep,Gecko,Datsik,0.811,0.182,0.861,140.134
6JcgT1cZTxeYSerShMCkgb,dubstep,Lords And Ladies,Terravita,0.52,0.477,0.872,173.994
3ai99OqgW33tw5T3bgoIT6,dubstep,All Fall Down,Camo & Krooked,0.573,0.0719,0.85,140.033
1yqVBcyQS203ZSFGkIWEEm,dubstep,Tourniquet,Knife Party,0.686,0.204,0.915,128.022
0gn8flYf1vGT3YBBQYxDJf,dubstep,Phoenix Down,Meta,0.439,0.225,0.677,140.019
100EbPCjtuBNBcNxu7Wt6p,edm,The Spark,Afrojack,0.629,0.499,0.929,126.003
40FU2PFAk107qPuV4dJ4qN,edm,Clash - Original Mix,Alesso,0.574,0.337,0.484,126.007
6K3kOF05SrwfbAGcwqU4s8,edm,Without You,Dillon Francis,0.717,0.392,0.637,119.951
4KHDdWCH1NCtFv2mVGNkCH,edm,Apollo - Original Mix,Hardwell,0.761,0.201,0.791,127.96
76Qwq652kO20NZFjU4Ma8D,edm,Kuaga,Pierce Fulton,0.723,0.493,0.912,127.998
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.812,0.402,0.831,129.996
1QD9AQejlhhIb1txPa3WYg,edm,Just Jammin',Gramatik,0.815,0.803,0.681,90.008
2EQhNdnP2LT96NnkkKkm0N,edm,Bass Head,Bassnectar,0.764,0.0605,0.678,84.984
78upcMhaz0KEaZWGOsQzg0,edm,B4 the Dual,Benga,0.759,0.177,0.68,139.983
4rwpZEcnalkuhPyGkEdhu0,edm,Scary Monsters and Nice Sprites,Skrillex,0.523,0.324,0.944,139.997
6WaBSLUShG3BpQUpXr0CVR,edm,Blessed - Avicii Mix,Tom Hangs,0.727,0.695,0.938,126.011
1OMNuknvmUz0MIoEDtS4I1,edm,Maya - (Original Mix),Jenaux,0.57,0.192,0.828,127.961
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.532,0.616,0.949,149.962
4wY96U0SoyCGt2fpsvcEL3,edm,BINGBONG,Various Artists,0.698,0.529,0.976,143.983
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,0.479,0.311,0.898,128.088
0VeEYiNY7kZfx5RD1XesCw,edm,We Plants Are Happy Plants,We Plants Are Happy Plants,0.68,0.151,0.631,133.01
2uXQrjOL3kT5ZiLfu21onO,edm,Burn - Remix,Ellie Goulding,0.67,0.357,0.74,130.064
3QVteHLWhYhBWe7cX2fgev,edm,I Can't Stop,Flux Pavilion,0.513,0.205,0.775,139.932
28hs4m9Uf0M9lyO4qV3WnX,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.653,0.602,0.803,131.034
30sHxvIflGaWj7nnd3oSTo,edm,Monkey Island,Dubmood,0.668,0.898,0.981,94.45
1U3oH5CRRcjT5TT69b6eYl,edm,Chimes,Hudson Mohawke,0.531,0.542,0.693,141.057
4SMciQoW2tOVieBAg6U2Qj,edm,I Know the Truth,Pretty Lights,0.59,0.296,0.939,140.118
0ttPiazh17aXIo5NIckHES,edm,Calabria - Firebeatz Remix,Rune RK,0.636,0.395,0.879,128.004
0QIYINh2AwmOmdu8CRYvlw,edm,Bonfire,Knife Party,0.536,0.589,0.944,174.031
60wwxj6Dd9NJlirf84wr2c,edm,Clarity,Zedd,0.509,0.176,0.781,128.0
10uJ3ZdZEGuboHh9RVmr4j,edm,Underbelly,Kid Arkade,0.793,0.75,0.855,127.985
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.699,0.422,0.825,126.058
6dfXwa0dI1sBm4CIePuOYM,edm,Levels,Avicii,0.601,0.352,0.834,125.991
5AhKuJh7iYD6tRJInQJmli,edm,4 Am - Radio Version,Scooter,0.598,0.292,0.871,132.02
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.519,0.18,0.907,140.11
6A6Hwl2yBkqTnJ4UvQJzZs,edm,Freaks Orchestra,The Noisy Freaks,0.685,0.56,0.706,104.97
7IaecDGUsRDMlQ8fS2seW6,edm,Sky High,Big Gigantic,0.547,0.409,0.814,90.017
2vOtnZZdtFs7AJro5XIIuG,edm,Aviator - Original Mix,Spookem,0.712,0.349,0.775,128.0
5Nn2Dj7OQsGL6pgQ9iIzPp,edm,Ghostwriter,RJD2,0.747,0.594,0.68,93.804
6kMGmlmwNLRmh4If8xcFka,edm,Stellar,Daddy's Groove,0.552,0.316,0.842,127.994
4HRhCGyBhUSP9FIPvokPNL,edm,Dynamo,Various Artists,0.644,0.0866,0.906,129.003
0cDtZgxBNJBmupoz5v84V6,edm,In The Horizon - Radio Edit,Various Artists,0.626,0.0841,0.957,127.991
6gDAYjiH3pYyD91SWsxViF,edm,Every Chance We Get We Run (feat. Tegan & Sara),David Guetta,0.562,0.694,0.882,125.985
6I9sncEmtGc9rpKyb8U1f8,edm,Kill EVERYBODY,Skrillex,0.788,0.629,0.874,126.988
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.736,0.209,0.837,128.02
3bXptsvAsA4gLaaRKMHsr0,edm,In My Mind (Axwell Radio Edit),Ivan Gough & Feenixpawl,0.511,0.355,0.83,128.038
7FwsJLYnRNboaN7suQQePz,edm,I.D.G.A.F.O.S.,Dillon Francis,0.666,0.13,0.93,110.018
5A37UCV7aPjhp1RSocVBfc,edm,I Can See It In Your Face,Pretty Lights,0.66,0.534,0.938,99.964
5ZrrXIYTvjXPKVQMjqaumR,edm,Loud Pipes,Ratatat,0.718,0.858,0.703,87.975
3lfGAVWfr3sdcrnv7PzfrM,edm,Rabbit Whore - Original Mix,Savant,0.573,0.269,0.624,135.25
3Qn3LhREMyvnvj9ujRugd3,edm,Hyperparadise - Flume Remix,Flume,0.584,0.343,0.838,145.001
5kC6r4q71XMzsuLAYesseb,edm,You - Tiësto vs. Twoloud Radio Edit,Galantis,0.358,0.0936,0.918,127.942
4vyEY2Nd22H4ErNjSv2qzq,edm,Feel So Close - Nero Remix,Calvin Harris,0.415,0.155,0.818,139.981
15ccEhr9NN3Blmdr0hQwj9,edm,Icarus,Madeon,0.48,0.143,0.841,126.113
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.72,0.856,0.727,128.03
4SMciQoW2tOVieBAg6U2Qj,electro,I Know the Truth,Pretty Lights,0.59,0.296,0.939,140.118
4NGikVnR4wpcB79gZE7tgg,electro,Champagne Showers,LMFAO,0.597,0.412,0.839,129.942
3xErhFbSX2VOdksX8dHsGZ,electro,The Mojo Radio Gang (Clubversion),Parov Stelar,0.766,0.472,0.66,128.022
4yOn1TEcfsKHUJCL2h1r8I,electro,Feel This Moment (feat. Christina Aguilera),Pitbull,0.668,0.531,0.758,135.958
4XcU3nURfW7wog7CdfpgM1,electro,Rolling Stones T-Shirt - Radio Edit,Dada Life,0.693,0.284,0.662,127.964
6ElXX89QyYhYtrqdZasbTh,electro,Paris,David Guetta,0.679,0.158,0.935,130.005
61S6wtjY80a6vHxP3JHSgE,electro,212,Azealia Banks,0.848,0.663,0.763,126.012
1E28iMEWc4RHHnRNgTZ7HU,electro,Insomnia,Faithless,0.785,0.273,0.633,127.003
1L0EA6BegmM4KMwTHmSHux,electro,Empathy,Crystal Castles,0.51,0.332,0.914,109.97
14fmbvjYLqRZEXz1VZdM2M,electro,We Found Love,Rihanna,0.755,0.609,0.74,127.98
6i7fGIyktBDlEe4PlpiU0Q,electro,Lunar,David Guetta,0.591,0.275,0.804,127.991
0UPsdEgJx6ypkfFUxD3ZHh,electro,Don't Move,Phantogram,0.558,0.482,0.642,99.977
252S4mCX2la1fsZFHQhEit,electro,Beautiful People (Zamli Summer Remix),Benny Benassi,0.748,0.368,0.622,128.043
5q2KGgJV5l4MAnnGIrvKSK,electro,Human After All / Together / One More Time / Music Sounds Better with You,Daft Punk,0.471,0.117,0.848,131.045
4woQ1mc7PzrQ39j0asLJrf,electro,On'n'On,Justice,0.524,0.542,0.601,91.82
61fdvfO4VmZfkZe5I6lYAW,electro,Say My Name (Radio Edit),Porter Robinson,0.604,0.14,0.931,128.003
53niJySqDdCafqXwRpqjbn,electro,Ring Dem Bells,G-Swing,0.902,0.782,0.577,128.024
32i73Q4w4R5HRy9h9vDRiZ,electro,Bad Boy Good Man - Aerophon Mix,Tape Five,0.829,0.922,0.879,127.047
6bg192znsrhhc5d5pIbk0g,electro,Berlin feat. Miss Platnum,Modeselektor,0.54,0.469,0.644,89.979
6DNWLpWP33zqnR7rpMkzh1,electro,Encoded - Original Mix,Hardwell,0.745,0.187,0.938,127.994
4aJgRbquxdUaU0xEIMQpvs,electro,Lazy Place,Caravan Palace,0.617,0.391,0.561,128.011
3H3cOQ6LBLSvmcaV7QkZEu,electro,Aerodynamic,Daft Punk,0.624,0.135,0.911,122.902
2SMn57cBVxoD4TArscpovk,electro,Islands,The xx,0.871,0.707,0.472,124.04
59iJua476fbi3PbddfPrez,electro,The City,Madeon,0.528,0.295,0.81,124.995
1zHlj4dQ8ZAtrayhuDDmkY,electro,Timber (feat. Ke$ha),Pitbull,0.587,0.825,0.965,129.972
5f6igUw1asUL4AGXSvgTW8,electro,Levels - Skrillex Remix,Avicii,0.615,0.346,0.91,140.0
0hO542doVbfGDAGQULMORT,electro,Silent Shout,The Knife,0.601,0.388,0.701,128.559
4ce29VAx1D8f3HULOHHA3K,electro,LRAD,Knife Party,0.755,0.186,0.889,127.999
3ZbmDl4M9O587VmD9IqyIj,electro,The Alphabeat,Various Artists,0.376,0.147,0.809,121.887
4IWLawtdMznqdOnbOR9cWW,electro,Legacy - Radio Edit,Nicky Romero,0.586,0.219,0.706,127.961
4EoIvIihHfwyxnc2LkMtOh,electro,Warp 1.9,The Bloody Beetroots,0.653,0.349,0.612,130.091
1JP779IkUMANQVaPGzc6Ld,electro,Lights,Ellie Goulding,0.529,0.278,0.791,140.045
1ph6Bncj7s3BmYp6FkIzP8,electro,Miss You,Various Artists,0.542,0.216,0.134,126.954
4sKxpfxfS5AdVczPBtv4QX,electro,Bigfoot - Original Mix,W&W,0.661,0.159,0.887,127.994
1A3XPibNuMPTbTWlPgRfTD,electro,All I Ask of You (feat. Pennybirdrabbit),Skrillex,0.774,0.696,0.909,126.977
02uRToy7bttYcKCO3vIStA,electro,Hit That Jive,Gramatik,0.896,0.686,0.684,99.995
0gDWgUpmcRyIb9yBxeaGQj,electro,Memories,Waldeck,0.874,0.656,0.578,95.972
0AC357XM98E9iRQ67MhVzi,electro,Unicorn Zombie Apocalypse - Original Mix,Borgore,0.677,0.186,0.885,128.037
6MvTH94jL3GxlVFO5Ssk1L,electro,Papaoutai,Stromae,0.715,0.262,0.825,115.955
2hOj248LRl8tW6PZ0xvKW5,electro,Madame Coquette,Béatrice Ardisson,0.61,0.858,0.952,127.16
6AE0G24YXnDyEgE4L0efpB,electro,Tremor - Sensation 2014 Anthem,Martin Garrix,0.631,0.452,0.939,127.992
4ftfnryuTPdsuyCiAZAcx8,electro,Wes,Various Artists,0.719,0.145,0.712,125.437
7v9Q0dAb9t7h8gJOkcJHay,electro,Face to Face,Daft Punk,0.874,0.962,0.437,117.791
666elemQTQGi8xbjAAdIgB,electro,Waiting All Night (feat. Ella Eyre),Rudimental,0.544,0.281,0.728,174.983
71c5Jb38fgukgKSCGL6zpt,electro,I Fink U Freeky,Die Antwoord,0.847,0.48,0.753,129.976
7JPZYBDynF6KlqJyLfTI3K,electro,Acceptable in the 80's,Calvin Harris,0.79,0.931,0.807,127.997
4IkgcBeRd6R8MJgdYWg4te,electro,Midnight City [Eric Prydz Private Remix],M83,0.541,0.351,0.854,125.021
5vQIaNoKsT4xkG1j2KFBFs,electro,Gold Skies,Martin Garrix,0.559,0.209,0.815,128.001
4tXDmBTH4WGq4vP4obFByH,electro,Les Violons Ivres,Agoria,0.761,0.714,0.905,125.011
29oSezjHy3GXRvwjzyCczD,electro,Caravan Adaption,Benny Berigan,0.808,0.507,0.801,122.019
2g136494iEXB1GGPakAFzx,electronic,Pressure - Alesso Remix,Nadia Ali,0.635,0.357,0.795,128.006
4kcBLVepesflQP345wKVeq,electronic,No Good (Start the Dance),The Prodigy,0.645,0.175,0.984,145.001
4iHh9ftZKEtTmqnEYuWlm6,electronic,I: Ferocious Body,Born Gold,0.713,0.309,0.554,130.089
6w2A10HCO5nhBCaNLk4aS2,electronic,Trumpsta - Djuro Remix,Contiez,0.973,0.201,0.589,128.006
2HHiH52OPxe8qyVO7N4uH7,electronic,Bad Blood,Bastille,0.663,0.94,0.777,143.003
043vxbUHxQErHDIe7zuC0O,electronic,Just One Last Time (feat. Taped Rai),David Guetta,0.532,0.208,0.814,128.022
